Datum von;Datum bis;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Netzlast [MWh] Berechnete Auflösungen;Deutschland/Luxemburg [€/MWh] Originalauflösungen
07.04.2025 14:00;07.04.2025 15:00;5.407,50;42.801,75;2.600,00;55.439,00;3,94
07.04.2025 15:00;07.04.2025 16:00;5.745,75;38.316,25;2.673,00;54.836,50;60,98
07.04.2025 16:00;07.04.2025 17:00;6.621,25;30.591,75;2.976,25;54.379,50;72,00
07.04.2025 17:00;07.04.2025 18:00;6.418,75;20.348,00;5.308,50;55.387,75;102,43
07.04.2025 18:00;07.04.2025 19:00;5.665,75;9.208,75;9.164,50;57.839,50;127,60
07.04.2025 19:00;07.04.2025 20:00;5.082,25;1.689,00;10.486,25;58.878,50;168,45
07.04.2025 20:00;07.04.2025 21:00;5.627,25;54,25;10.652,00;58.198,75;165,05
07.04.2025 21:00;07.04.2025 22:00;6.721,50;23,25;10.646,25;55.448,00;138,20
07.04.2025 22:00;07.04.2025 23:00;7.078,75;20,75;9.982,50;51.950,50;121,02
07.04.2025 23:00;08.04.2025 00:00;6.809,00;10,00;9.302,50;48.431,75;105,21
07.05.2025 00:00;07.05.2025 01:00;7.794,50;0,00;6.084,75;44.187,00;92,67
07.05.2025 01:00;07.05.2025 02:00;7.164,00;0,00;6.074,75;43.040,00;87,05
07.05.2025 02:00;07.05.2025 03:00;6.442,25;0,00;6.066,25;42.549,25;85,63
07.05.2025 03:00;07.05.2025 04:00;6.293,00;0,00;6.118,00;42.565,75;88,60
07.05.2025 04:00;07.05.2025 05:00;6.727,25;0,00;6.218,00;43.593,00;95,16
07.05.2025 05:00;07.05.2025 06:00;6.754,50;97,50;6.742,25;47.165,00;108,57
07.05.2025 06:00;07.05.2025 07:00;6.452,75;2.262,00;7.126,25;53.482,25;131,68
07.05.2025 07:00;07.05.2025 08:00;5.007,50;8.349,25;7.122,50;58.136,75;143,95
07.05.2025 08:00;07.05.2025 09:00;2.755,75;17.628,25;6.978,25;60.309,50;125,00
07.05.2025 09:00;07.05.2025 10:00;2.499,25;27.550,00;5.664,50;60.637,25;96,43
07.05.2025 10:00;07.05.2025 11:00;3.118,75;33.841,50;3.945,50;58.688,25;82,41
07.05.2025 11:00;07.05.2025 12:00;4.368,50;36.585,50;3.528,25;58.429,50;73,30
07.05.2025 12:00;07.05.2025 13:00;5.532,00;37.224,50;3.293,75;57.482,50;64,43
07.05.2025 13:00;07.05.2025 14:00;6.331,25;35.773,50;3.243,25;56.859,50;63,92
07.05.2025 14:00;07.05.2025 15:00;6.951,75;33.214,75;3.113,50;55.530,25;68,04
07.05.2025 15:00;07.05.2025 16:00;7.488,75;29.334,00;3.287,50;54.670,00;75,00
07.05.2025 16:00;07.05.2025 17:00;8.204,00;23.508,25;3.835,75;54.735,50;81,80
07.05.2025 17:00;07.05.2025 18:00;9.042,00;16.409,50;5.988,50;55.891,25;95,85
07.05.2025 18:00;07.05.2025 19:00;9.493,25;9.477,75;7.260,25;57.488,25;108,49
07.05.2025 19:00;07.05.2025 20:00;9.319,75;3.733,50;7.752,25;57.920,00;128,93
07.05.2025 20:00;07.05.2025 21:00;8.882,75;573,25;8.331,50;56.211,50;147,15
07.05.2025 21:00;07.05.2025 22:00;10.118,25;2,50;8.157,00;55.109,50;125,18
07.05.2025 22:00;07.05.2025 23:00;11.266,00;1,00;7.570,25;51.343,00;108,49
07.05.2025 23:00;08.05.2025 00:00;11.796,25;0,25;7.158,25;48.021,75;96,59
07.06.2025 00:00;07.06.2025 01:00;13.991,00;0,00;3.338,50;41.855,25;87,61
07.06.2025 01:00;07.06.2025 02:00;13.559,00;0,00;3.126,75;40.451,00;83,50
07.06.2025 02:00;07.06.2025 03:00;12.509,00;0,00;3.090,75;39.292,50;78,02
07.06.2025 03:00;07.06.2025 04:00;11.700,50;0,00;3.015,50;38.490,00;81,89
07.06.2025 04:00;07.06.2025 05:00;10.961,50;5,75;3.065,50;38.596,00;82,27
07.06.2025 05:00;07.06.2025 06:00;10.843,00;492,00;3.052,50;38.269,25;81,99
07.06.2025 06:00;07.06.2025 07:00;10.495,75;2.865,50;3.062,50;39.735,50;85,47
07.06.2025 07:00;07.06.2025 08:00;8.883,75;6.582,25;2.927,50;42.255,25;86,74
07.06.2025 08:00;07.06.2025 09:00;8.593,50;11.133,25;2.299,75;45.115,25;79,86
07.06.2025 09:00;07.06.2025 10:00;10.492,00;15.526,50;1.896,00;47.037,50;65,30
07.06.2025 10:00;07.06.2025 11:00;13.265,75;19.257,50;1.717,00;48.765,50;30,53
07.06.2025 11:00;07.06.2025 12:00;15.565,75;22.216,75;1.673,75;49.051,00;9,44
07.06.2025 12:00;07.06.2025 13:00;15.759,50;24.127,50;1.623,50;48.991,00;1,19
07.06.2025 13:00;07.06.2025 14:00;16.994,75;23.251,50;1.610,50;48.438,75;-0,01
07.06.2025 14:00;07.06.2025 15:00;17.805,50;22.678,00;1.613,50;46.619,75;-0,02
07.06.2025 15:00;07.06.2025 16:00;18.413,25;20.022,25;1.643,00;46.366,25;-0,02
07.06.2025 16:00;07.06.2025 17:00;17.837,25;16.624,50;1.641,00;45.767,50;-0,87
07.06.2025 17:00;07.06.2025 18:00;16.237,00;13.967,50;1.827,75;46.002,75;26,91
07.06.2025 18:00;07.06.2025 19:00;14.685,00;9.580,50;2.457,25;46.597,00;70,10
07.06.2025 19:00;07.06.2025 20:00;13.327,75;5.164,00;2.980,50;46.037,25;85,01
07.06.2025 20:00;07.06.2025 21:00;12.645,00;1.655,75;3.327,00;44.693,00;109,90
07.06.2025 21:00;07.06.2025 22:00;12.527,50;82,50;3.521,00;43.455,75;110,26
07.06.2025 22:00;07.06.2025 23:00;13.219,75;0,50;4.008,25;42.091,25;98,01
07.06.2025 23:00;08.06.2025 00:00;15.276,75;0,00;3.055,25;40.691,00;80,09
07.07.2024 00:00;07.07.2024 01:00;21.986,50;6,00;2.791,25;38.528,25;-0,03
07.07.2024 01:00;07.07.2024 02:00;20.408,75;3,00;2.308,25;37.055,75;-0,10
07.07.2024 02:00;07.07.2024 03:00;19.230,25;3,00;2.305,25;36.259,75;-0,80
07.07.2024 03:00;07.07.2024 04:00;18.042,25;3,00;2.303,25;34.979,50;-0,48
07.07.2024 04:00;07.07.2024 05:00;16.529,75;6,25;2.311,00;35.114,25;-0,06
07.07.2024 05:00;07.07.2024 06:00;15.491,00;342,75;2.217,75;35.144,00;-0,01
07.07.2024 06:00;07.07.2024 07:00;14.544,00;2.639,50;2.222,75;36.071,00;-0,01
07.07.2024 07:00;07.07.2024 08:00;12.093,75;8.687,50;2.209,75;38.098,50;-0,01
07.07.2024 08:00;07.07.2024 09:00;10.455,50;16.694,25;2.243,50;40.785,75;-0,60
07.07.2024 09:00;07.07.2024 10:00;9.284,50;23.956,00;2.222,00;42.909,75;-6,49
07.07.2024 10:00;07.07.2024 11:00;9.111,50;28.869,75;2.116,25;43.929,75;-9,98
07.07.2024 11:00;07.07.2024 12:00;9.501,50;30.852,50;2.117,50;45.669,75;-12,04
07.07.2024 12:00;07.07.2024 13:00;10.047,75;31.654,25;2.124,25;45.551,00;-13,49
07.07.2024 13:00;07.07.2024 14:00;9.182,75;32.044,00;2.147,50;43.428,00;-22,37
07.07.2024 14:00;07.07.2024 15:00;7.867,25;30.874,75;2.154,50;41.722,00;-20,98
07.07.2024 15:00;07.07.2024 16:00;6.844,00;29.434,00;2.161,50;40.887,50;-12,20
07.07.2024 16:00;07.07.2024 17:00;5.659,25;26.215,00;2.177,75;41.395,25;-6,16
07.07.2024 17:00;07.07.2024 18:00;5.663,25;20.310,75;2.216,25;43.289,25;-0,08
07.07.2024 18:00;07.07.2024 19:00;5.377,25;13.019,00;2.867,25;44.510,75;63,99
07.07.2024 19:00;07.07.2024 20:00;3.671,00;6.302,75;3.788,25;44.949,50;90,27
07.07.2024 20:00;07.07.2024 21:00;2.603,00;2.006,00;4.176,75;44.376,50;125,64
07.07.2024 21:00;07.07.2024 22:00;2.159,00;132,75;4.338,50;43.806,25;133,17
07.07.2024 22:00;07.07.2024 23:00;1.901,25;7,50;4.292,50;43.508,00;115,20
07.07.2024 23:00;08.07.2024 00:00;2.006,75;4,50;4.185,75;41.089,25;97,13
07.08.2024 00:00;07.08.2024 01:00;6.423,50;3,75;7.054,75;44.055,50;91,39
07.08.2024 01:00;07.08.2024 02:00;6.492,00;3,50;6.042,25;42.717,25;83,24
07.08.2024 02:00;07.08.2024 03:00;5.978,00;3,00;5.637,50;41.977,25;79,29
07.08.2024 03:00;07.08.2024 04:00;5.402,75;3,00;5.879,50;41.767,50;83,24
07.08.2024 04:00;07.08.2024 05:00;4.870,75;3,25;5.741,50;42.722,00;86,43
07.08.2024 05:00;07.08.2024 06:00;4.469,50;30,50;6.141,00;45.140,00;104,36
07.08.2024 06:00;07.08.2024 07:00;4.345,50;1.315,75;6.408,75;50.036,00;126,07
07.08.2024 07:00;07.08.2024 08:00;3.692,25;6.881,00;6.343,25;54.675,25;127,98
07.08.2024 08:00;07.08.2024 09:00;1.846,50;15.308,25;6.169,25;57.985,75;109,06
07.08.2024 09:00;07.08.2024 10:00;875,50;23.618,25;4.878,50;58.404,75;88,91
07.08.2024 10:00;07.08.2024 11:00;923,00;29.542,00;3.218,25;59.219,50;73,56
07.08.2024 11:00;07.08.2024 12:00;1.716,75;31.688,00;2.766,25;60.381,25;62,49
07.08.2024 12:00;07.08.2024 13:00;2.859,75;32.100,75;2.645,00;60.352,00;42,14
07.08.2024 13:00;07.08.2024 14:00;3.814,25;30.769,00;2.548,00;59.448,50;35,05
07.08.2024 14:00;07.08.2024 15:00;4.734,25;27.537,75;2.589,25;57.291,50;51,19
07.08.2024 15:00;07.08.2024 16:00;5.488,25;23.652,50;3.048,00;56.442,75;69,28
07.08.2024 16:00;07.08.2024 17:00;5.857,00;19.908,50;3.690,75;56.092,75;85,74
07.08.2024 17:00;07.08.2024 18:00;5.885,25;14.482,00;5.004,50;57.153,75;105,20
07.08.2024 18:00;07.08.2024 19:00;6.046,50;8.353,50;6.412,50;57.540,50;106,41
07.08.2024 19:00;07.08.2024 20:00;5.719,25;3.382,00;8.212,25;56.690,50;119,75
07.08.2024 20:00;07.08.2024 21:00;4.008,00;571,75;8.373,75;55.010,25;149,28
07.08.2024 21:00;07.08.2024 22:00;3.605,25;12,75;8.361,50;53.750,50;134,25
07.08.2024 22:00;07.08.2024 23:00;3.755,00;9,25;8.380,00;50.346,50;112,74
07.08.2024 23:00;08.08.2024 00:00;3.869,25;6,50;8.152,25;46.538,50;102,78
07.09.2024 00:00;07.09.2024 01:00;9.161,00;12,50;4.161,00;43.481,50;102,47
07.09.2024 01:00;07.09.2024 02:00;7.730,75;7,25;4.082,75;41.655,50;96,90
07.09.2024 02:00;07.09.2024 03:00;6.659,25;5,75;3.855,50;40.446,25;96,30
07.09.2024 03:00;07.09.2024 04:00;5.881,50;4,75;3.881,25;40.260,75;95,31
07.09.2024 04:00;07.09.2024 05:00;5.230,50;5,50;3.772,25;40.058,25;98,29
07.09.2024 05:00;07.09.2024 06:00;4.562,00;6,50;3.742,00;40.595,00;101,02
07.09.2024 06:00;07.09.2024 07:00;4.549,25;97,75;4.043,25;41.913,75;103,88
07.09.2024 07:00;07.09.2024 08:00;4.743,00;3.085,00;4.039,75;43.768,00;104,71
07.09.2024 08:00;07.09.2024 09:00;3.873,00;11.294,50;3.099,75;46.861,75;95,44
07.09.2024 09:00;07.09.2024 10:00;2.003,25;21.644,25;2.475,75;49.503,00;84,19
07.09.2024 10:00;07.09.2024 11:00;1.198,50;30.852,00;2.265,00;51.108,50;51,52
07.09.2024 11:00;07.09.2024 12:00;1.396,50;37.458,00;2.214,75;51.293,00;14,17
07.09.2024 12:00;07.09.2024 13:00;2.080,00;41.000,75;2.167,00;50.436,25;5,48
07.09.2024 13:00;07.09.2024 14:00;2.480,75;41.224,00;2.135,75;48.414,25;1,02
07.09.2024 14:00;07.09.2024 15:00;2.932,25;38.658,75;2.135,00;47.441,50;0,44
07.09.2024 15:00;07.09.2024 16:00;3.321,75;33.449,00;2.349,00;46.936,25;8,41
07.09.2024 16:00;07.09.2024 17:00;3.463,25;25.739,00;3.027,00;46.836,00;49,62
07.09.2024 17:00;07.09.2024 18:00;3.358,50;15.852,50;4.709,50;47.893,25;101,40
07.09.2024 18:00;07.09.2024 19:00;3.420,50;5.996,75;6.783,75;49.202,75;128,57
07.09.2024 19:00;07.09.2024 20:00;4.215,00;714,25;7.635,25;49.429,75;150,40
07.09.2024 20:00;07.09.2024 21:00;6.506,25;18,75;7.432,00;48.803,50;133,00
07.09.2024 21:00;07.09.2024 22:00;9.950,50;9,25;6.916,75;46.486,50;101,90
07.09.2024 22:00;07.09.2024 23:00;11.602,50;5,00;5.796,00;44.314,75;92,32
07.09.2024 23:00;08.09.2024 00:00;11.303,50;7,25;4.462,75;41.959,00;89,24
07.10.2024 00:00;07.10.2024 01:00;17.492,50;17,25;3.182,75;40.414,25;34,58
07.10.2024 01:00;07.10.2024 02:00;16.775,25;17,00;3.096,50;39.022,00;35,34
07.10.2024 02:00;07.10.2024 03:00;16.737,25;16,25;2.938,50;38.442,25;33,25
07.10.2024 03:00;07.10.2024 04:00;16.638,75;15,00;3.023,25;39.111,00;30,15
07.10.2024 04:00;07.10.2024 05:00;17.015,75;15,75;3.075,50;41.196,50;36,09
07.10.2024 05:00;07.10.2024 06:00;17.395,75;15,75;3.371,75;45.100,50;46,73
07.10.2024 06:00;07.10.2024 07:00;17.636,25;17,50;3.908,00;52.923,75;67,59
07.10.2024 07:00;07.10.2024 08:00;16.779,50;286,00;4.803,50;58.188,25;100,92
07.10.2024 08:00;07.10.2024 09:00;15.055,00;3.170,75;5.032,75;61.222,00;108,32
07.10.2024 09:00;07.10.2024 10:00;12.579,00;7.876,00;4.935,25;62.398,50;91,86
07.10.2024 10:00;07.10.2024 11:00;10.389,75;13.680,50;4.330,50;63.178,25;66,09
07.10.2024 11:00;07.10.2024 12:00;9.221,75;16.706,00;4.016,00;63.680,25;60,22
07.10.2024 12:00;07.10.2024 13:00;8.689,25;18.811,00;3.948,25;63.584,50;54,11
07.10.2024 13:00;07.10.2024 14:00;8.319,50;19.960,25;3.720,00;62.871,00;43,29
07.10.2024 14:00;07.10.2024 15:00;7.606,25;18.551,00;3.616,75;60.831,50;55,00
07.10.2024 15:00;07.10.2024 16:00;5.831,50;14.892,50;3.711,75;58.666,50;67,01
07.10.2024 16:00;07.10.2024 17:00;4.383,00;9.117,00;5.026,00;57.027,50;97,90
07.10.2024 17:00;07.10.2024 18:00;4.020,00;3.196,25;6.795,00;57.311,75;120,71
07.10.2024 18:00;07.10.2024 19:00;4.669,75;276,75;7.490,75;58.635,75;237,65
07.10.2024 19:00;07.10.2024 20:00;5.813,25;26,25;7.631,25;59.514,00;229,53
07.10.2024 20:00;07.10.2024 21:00;6.993,50;19,25;7.098,00;56.382,50;121,98
07.10.2024 21:00;07.10.2024 22:00;8.218,50;11,25;5.566,50;52.840,25;99,93
07.10.2024 22:00;07.10.2024 23:00;8.349,50;9,50;3.838,75;49.364,75;91,91
07.10.2024 23:00;08.10.2024 00:00;8.954,25;7,00;3.362,25;45.725,25;79,12
07.11.2024 00:00;07.11.2024 01:00;299,75;6,50;12.635,50;47.530,75;109,54
07.11.2024 01:00;07.11.2024 02:00;399,25;6,00;12.467,75;45.914,00;102,98
07.11.2024 02:00;07.11.2024 03:00;455,00;6,50;12.200,75;45.229,00;99,74
07.11.2024 03:00;07.11.2024 04:00;431,50;6,00;12.180,50;45.564,75;99,85
07.11.2024 04:00;07.11.2024 05:00;384,50;8,00;12.354,75;46.943,50;102,73
07.11.2024 05:00;07.11.2024 06:00;347,00;6,50;12.947,25;50.366,25;116,89
07.11.2024 06:00;07.11.2024 07:00;389,00;7,25;14.671,50;57.635,00;157,41
07.11.2024 07:00;07.11.2024 08:00;470,00;67,25;15.199,00;63.035,75;219,56
07.11.2024 08:00;07.11.2024 09:00;615,00;802,25;15.525,50;65.989,25;191,99
07.11.2024 09:00;07.11.2024 10:00;727,75;2.165,00;15.168,75;66.641,00;152,92
07.11.2024 10:00;07.11.2024 11:00;788,25;3.354,25;14.715,00;67.385,50;148,90
07.11.2024 11:00;07.11.2024 12:00;820,50;4.116,50;14.713,25;68.012,00;134,81
07.11.2024 12:00;07.11.2024 13:00;815,00;4.297,75;14.912,75;67.585,00;135,06
07.11.2024 13:00;07.11.2024 14:00;858,75;3.813,00;15.120,50;66.881,00;132,91
07.11.2024 14:00;07.11.2024 15:00;885,75;2.538,25;15.633,25;65.624,75;139,94
07.11.2024 15:00;07.11.2024 16:00;980,25;1.036,50;16.648,50;65.179,75;189,42
07.11.2024 16:00;07.11.2024 17:00;1.229,25;120,50;16.833,50;65.031,50;261,16
07.11.2024 17:00;07.11.2024 18:00;1.590,00;36,25;16.922,25;66.800,25;408,26
07.11.2024 18:00;07.11.2024 19:00;2.066,00;21,50;16.713,25;66.493,00;296,78
07.11.2024 19:00;07.11.2024 20:00;2.610,25;18,50;16.184,00;64.597,00;175,11
07.11.2024 20:00;07.11.2024 21:00;2.867,75;10,75;15.154,75;60.815,50;129,41
07.11.2024 21:00;07.11.2024 22:00;3.126,25;7,25;13.787,00;57.370,75;113,92
07.11.2024 22:00;07.11.2024 23:00;3.282,25;7,25;13.144,75;54.046,25;111,77
07.11.2024 23:00;08.11.2024 00:00;3.622,00;7,75;12.187,75;50.457,75;99,87
07.12.2024 00:00;07.12.2024 01:00;17.082,25;8,25;4.790,25;47.533,25;86,65
07.12.2024 01:00;07.12.2024 02:00;16.689,00;8,25;4.839,50;45.221,25;74,32
07.12.2024 02:00;07.12.2024 03:00;16.823,25;7,00;4.369,25;44.136,00;68,00
07.12.2024 03:00;07.12.2024 04:00;17.824,25;6,75;4.389,75;44.221,25;63,87
07.12.2024 04:00;07.12.2024 05:00;18.978,75;6,50;4.424,50;45.232,75;58,09
07.12.2024 05:00;07.12.2024 06:00;20.195,25;6,75;4.544,00;46.464,50;50,16
07.12.2024 06:00;07.12.2024 07:00;22.835,00;6,75;4.857,50;47.930,50;39,46
07.12.2024 07:00;07.12.2024 08:00;25.569,00;22,00;4.928,00;51.205,00;43,28
07.12.2024 08:00;07.12.2024 09:00;28.141,25;658,75;5.198,75;55.294,50;58,06
07.12.2024 09:00;07.12.2024 10:00;28.924,25;2.395,25;5.599,25;57.991,00;62,86
07.12.2024 10:00;07.12.2024 11:00;28.315,50;3.665,25;5.342,00;59.527,00;64,92
07.12.2024 11:00;07.12.2024 12:00;27.752,00;3.843,00;5.560,00;60.493,75;64,92
07.12.2024 12:00;07.12.2024 13:00;26.339,25;3.305,75;5.696,25;60.449,25;68,00
07.12.2024 13:00;07.12.2024 14:00;25.337,00;2.462,50;5.805,50;59.113,50;72,84
07.12.2024 14:00;07.12.2024 15:00;24.977,50;1.590,50;6.000,25;58.239,50;74,24
07.12.2024 15:00;07.12.2024 16:00;25.684,50;621,25;5.965,75;58.541,00;82,50
07.12.2024 16:00;07.12.2024 17:00;26.942,50;44,25;6.226,00;59.699,50;96,45
07.12.2024 17:00;07.12.2024 18:00;27.135,50;11,75;6.356,50;61.683,25;96,00
07.12.2024 18:00;07.12.2024 19:00;25.289,00;11,50;6.369,25;61.504,00;87,92
07.12.2024 19:00;07.12.2024 20:00;22.698,25;10,50;5.746,50;59.158,25;82,41
07.12.2024 20:00;07.12.2024 21:00;20.825,75;8,75;5.434,00;55.155,50;78,92
07.12.2024 21:00;07.12.2024 22:00;19.514,25;9,25;5.285,50;52.840,00;85,03
07.12.2024 22:00;07.12.2024 23:00;17.816,25;8,50;5.255,50;51.261,50;82,50
07.12.2024 23:00;08.12.2024 00:00;16.374,00;7,25;5.003,00;48.241,75;74,80
08.01.2025 00:00;08.01.2025 01:00;32.930,00;7,75;6.587,75;52.615,75;71,05
08.01.2025 01:00;08.01.2025 02:00;31.818,25;8,25;6.850,75;50.618,25;68,01
08.01.2025 02:00;08.01.2025 03:00;30.318,00;7,75;7.524,00;49.735,50;63,34
08.01.2025 03:00;08.01.2025 04:00;29.600,00;7,75;7.845,75;50.203,25;57,01
08.01.2025 04:00;08.01.2025 05:00;29.620,75;7,00;8.419,00;51.363,25;66,29
08.01.2025 05:00;08.01.2025 06:00;29.645,50;7,00;9.498,25;55.071,00;72,07
08.01.2025 06:00;08.01.2025 07:00;30.749,25;9,50;10.902,75;62.868,50;82,70
08.01.2025 07:00;08.01.2025 08:00;30.376,50;11,75;12.511,25;68.514,25;100,73
08.01.2025 08:00;08.01.2025 09:00;29.340,75;276,00;13.220,00;71.626,75;128,22
08.01.2025 09:00;08.01.2025 10:00;27.065,00;2.124,50;13.335,50;71.939,50;108,18
08.01.2025 10:00;08.01.2025 11:00;25.504,25;4.939,50;13.366,50;72.025,25;94,65
08.01.2025 11:00;08.01.2025 12:00;24.520,50;7.099,75;13.072,25;71.006,50;100,01
08.01.2025 12:00;08.01.2025 13:00;23.311,50;7.258,50;13.173,75;70.893,00;89,99
08.01.2025 13:00;08.01.2025 14:00;21.776,00;5.962,75;13.267,50;71.365,50;97,20
08.01.2025 14:00;08.01.2025 15:00;19.343,00;3.676,75;13.219,25;70.151,00;110,19
08.01.2025 15:00;08.01.2025 16:00;17.372,75;1.212,00;12.846,25;69.643,50;127,80
08.01.2025 16:00;08.01.2025 17:00;19.082,25;78,50;13.038,50;71.169,00;135,82
08.01.2025 17:00;08.01.2025 18:00;19.586,25;24,25;12.113,50;73.128,75;155,46
08.01.2025 18:00;08.01.2025 19:00;19.418,50;18,50;11.154,00;72.277,00;149,23
08.01.2025 19:00;08.01.2025 20:00;18.842,00;17,25;10.727,50;70.094,50;146,48
08.01.2025 20:00;08.01.2025 21:00;17.329,00;11,50;10.105,75;66.488,25;136,86
08.01.2025 21:00;08.01.2025 22:00;15.564,25;6,75;8.694,00;62.208,50;127,86
08.01.2025 22:00;08.01.2025 23:00;14.406,25;7,25;7.317,25;59.055,75;115,92
08.01.2025 23:00;09.01.2025 00:00;14.026,00;6,50;6.478,75;54.704,00;103,59
08.02.2025 00:00;08.02.2025 01:00;23.124,25;6,00;8.049,50;52.827,50;81,34
08.02.2025 01:00;08.02.2025 02:00;22.453,50;6,00;8.278,25;51.586,75;84,85
08.02.2025 02:00;08.02.2025 03:00;22.008,00;6,50;8.513,25;50.128,25;85,80
08.02.2025 03:00;08.02.2025 04:00;21.898,25;7,00;8.512,75;49.874,25;87,08
08.02.2025 04:00;08.02.2025 05:00;21.437,00;7,00;8.645,50;49.855,25;89,69
08.02.2025 05:00;08.02.2025 06:00;21.144,50;6,50;8.626,25;50.354,00;90,99
08.02.2025 06:00;08.02.2025 07:00;21.046,00;6,75;8.608,75;51.583,50;90,80
08.02.2025 07:00;08.02.2025 08:00;20.322,75;121,50;8.826,50;53.477,00;95,31
08.02.2025 08:00;08.02.2025 09:00;19.357,25;3.851,25;8.840,50;56.764,25;111,11
08.02.2025 09:00;08.02.2025 10:00;16.868,75;12.212,25;8.499,00;58.889,50;92,68
08.02.2025 10:00;08.02.2025 11:00;14.952,25;20.705,00;7.443,75;60.508,00;79,42
08.02.2025 11:00;08.02.2025 12:00;12.966,50;26.553,50;6.665,00;60.245,00;68,75
08.02.2025 12:00;08.02.2025 13:00;10.966,50;28.123,25;6.393,25;58.977,00;67,71
08.02.2025 13:00;08.02.2025 14:00;9.870,00;25.734,50;6.195,75;56.812,00;79,85
08.02.2025 14:00;08.02.2025 15:00;9.332,75;20.264,00;6.549,25;55.313,25;89,85
08.02.2025 15:00;08.02.2025 16:00;9.718,50;12.485,75;7.378,50;54.818,25;118,00
08.02.2025 16:00;08.02.2025 17:00;10.888,75;3.949,00;8.757,75;55.642,25;140,87
08.02.2025 17:00;08.02.2025 18:00;13.844,75;142,50;9.772,50;58.730,00;150,00
08.02.2025 18:00;08.02.2025 19:00;17.130,75;17,00;10.090,50;61.277,25;160,49
08.02.2025 19:00;08.02.2025 20:00;17.490,25;21,00;10.404,75;59.341,25;161,10
08.02.2025 20:00;08.02.2025 21:00;15.666,25;17,25;10.320,00;56.652,75;156,42
08.02.2025 21:00;08.02.2025 22:00;13.511,25;12,50;9.855,25;54.208,00;149,00
08.02.2025 22:00;08.02.2025 23:00;11.793,25;12,25;9.807,75;52.469,50;144,00
08.02.2025 23:00;09.02.2025 00:00;10.309,75;7,50;9.374,00;49.318,00;136,31
08.03.2025 00:00;08.03.2025 01:00;3.631,50;9,75;10.652,50;45.361,50;124,97
08.03.2025 01:00;08.03.2025 02:00;3.329,25;8,50;9.090,50;43.773,25;113,94
08.03.2025 02:00;08.03.2025 03:00;3.085,25;9,00;8.019,75;42.700,75;117,22
08.03.2025 03:00;08.03.2025 04:00;2.762,50;7,00;7.823,00;42.544,25;116,76
08.03.2025 04:00;08.03.2025 05:00;2.427,50;8,00;7.908,50;43.225,75;118,42
08.03.2025 05:00;08.03.2025 06:00;2.274,00;7,25;8.203,75;43.749,75;121,30
08.03.2025 06:00;08.03.2025 07:00;2.554,50;87,25;8.111,50;45.063,75;127,82
08.03.2025 07:00;08.03.2025 08:00;3.163,75;4.157,00;7.593,50;47.644,75;120,59
08.03.2025 08:00;08.03.2025 09:00;3.917,25;15.271,50;5.931,75;50.693,75;98,04
08.03.2025 09:00;08.03.2025 10:00;3.843,25;27.149,25;3.623,25;52.795,25;72,54
08.03.2025 10:00;08.03.2025 11:00;2.327,00;35.356,75;2.769,25;52.634,25;18,05
08.03.2025 11:00;08.03.2025 12:00;1.743,50;40.093,00;2.641,50;51.587,75;2,07
08.03.2025 12:00;08.03.2025 13:00;2.031,75;39.852,50;2.622,50;49.746,25;-0,34
08.03.2025 13:00;08.03.2025 14:00;2.406,50;37.744,00;2.631,50;47.606,00;-0,10
08.03.2025 14:00;08.03.2025 15:00;3.423,50;33.940,25;2.646,75;45.950,25;0,07
08.03.2025 15:00;08.03.2025 16:00;4.481,75;25.427,50;3.035,75;45.707,00;56,20
08.03.2025 16:00;08.03.2025 17:00;5.625,50;13.813,00;5.481,75;46.669,75;100,86
08.03.2025 17:00;08.03.2025 18:00;7.458,25;3.268,75;8.139,25;50.397,00;145,58
08.03.2025 18:00;08.03.2025 19:00;12.393,25;93,75;8.622,00;54.038,00;174,05
08.03.2025 19:00;08.03.2025 20:00;17.416,25;12,25;7.882,25;53.923,50;140,03
08.03.2025 20:00;08.03.2025 21:00;20.317,25;7,75;7.232,25;51.422,00;111,21
08.03.2025 21:00;08.03.2025 22:00;20.986,75;7,00;6.578,25;48.821,75;100,00
08.03.2025 22:00;08.03.2025 23:00;19.080,25;7,00;5.660,50;46.838,00;99,24
08.03.2025 23:00;09.03.2025 00:00;17.235,25;6,50;5.363,00;44.083,25;97,94
08.04.2025 00:00;08.04.2025 01:00;5.943,50;5,75;8.870,00;45.581,00;94,93
08.04.2025 01:00;08.04.2025 02:00;5.079,75;6,00;8.622,75;43.957,00;87,83
08.04.2025 02:00;08.04.2025 03:00;4.192,25;5,50;8.781,75;43.269,00;89,06
08.04.2025 03:00;08.04.2025 04:00;3.611,00;6,00;8.982,00;43.766,00;89,90
08.04.2025 04:00;08.04.2025 05:00;3.028,50;6,00;9.085,75;45.532,25;91,62
08.04.2025 05:00;08.04.2025 06:00;2.771,75;6,50;9.934,50;49.202,75;105,73
08.04.2025 06:00;08.04.2025 07:00;2.565,25;157,00;10.722,25;56.541,25;142,97
08.04.2025 07:00;08.04.2025 08:00;2.379,00;3.570,25;10.914,00;60.711,00;180,55
08.04.2025 08:00;08.04.2025 09:00;1.658,75;12.931,25;10.702,50;62.981,50;136,77
